recorded_at_utc,recipe,role,legacy_path,dss_reference,mapping_source,recipe_state,operation,cluster,job_id,status,notes
2026-07-24T22:50:59Z,omni_262k,auxiliary,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/trintamaki/workspace/datasets/mmlongbench-cc-batch3-seed,filesystem+dss://nano_omni_262k_mmlongbench-cc-batch3-seed-matthieul@v0,permission_recovery_fallback,superseded_not_used,FILESYSTEM_UPLOAD,oci-nrt-cs-001,5b2048dd-3748-4384-9dab-d14748b67573,RUNNING,Non-blocking fallback superseded after the original dataset cache completed
2026-07-28T23:31:08Z,v14_vlm_16k,auxiliary,/lustre/fsw/portfolios/llmservice/users/pritamb/gameplay_home/vlm_eval/data/mm_safety/images,filesystem+dss://mm_safety@v0,post_migration_media_audit,active,RECIPE_AUX_FIX,local_repo,,COMPLETED,Attached the cached media root to image_safety v0 and v1 leaves after checking 22560 referenced image basenames
2026-07-28T23:31:08Z,v14_vlm_16k,auxiliary,/lustre/fsw/portfolios/llmservice/projects/llmservice_nlp_fm_part2/datasets/sft-0.5/mint_200/input/image_shards,filesystem+dss://image_shards@v0,post_migration_media_audit,active,MEDIA_AUDIT,oci-hsg-cs-001,,COMPLETED,Verified all 652731 referenced BenchFit media fragments in the existing cache
2026-07-28T23:31:08Z,v14_vlm_16k,auxiliary,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/ntadevosyan/data/yttemporal180m-youtube-dataset,filesystem+dss://yttemporal180m-youtube-dataset@v0,post_migration_media_audit,active,MEDIA_AUDIT,oci-hsg-cs-001,,COMPLETED,Verified all 968697 referenced YT1B videos in the existing cache
2026-07-29T01:15:32Z,v14_vlm_16k,auxiliary,/lustre/fsw/portfolios/llmservice/projects/llmservice_nlp_fm_part2/datasets/sft-0.5/mint_200/input/image_shards,dss://image_shards@v0,recipe_loader_validation,active,RECIPE_AUX_FIX,oci-hsg-cs-001,5670709,COMPLETED,Corrects the preceding filesystem+dss record because image_shards is indexed and must be accessed through dss
2026-07-29T01:15:32Z,v14_vlm_16k,primary,multiple standalone JSONL sources,,mapping_registry_sync,active,RECIPE_PATH_FIX,oci-hsg-cs-001,5670699,COMPLETED,Recorded exact DSS JSONL subpaths and prepared v1 safety and addmix snapshots; 852 leaves and 6779 samples passed
2026-07-29T01:15:32Z,v14_vlm_16k_no_ultra,primary,multiple standalone JSONL sources,,mapping_registry_sync,active,RECIPE_PATH_FIX,oci-hsg-cs-001,5670761,COMPLETED,Applied the same exact DSS JSONL and indexed media fixes; 773 leaves and 6147 samples passed
2026-07-29T01:15:32Z,v14_vlm_49k,primary,71 standalone JSONL sources,,mapping_registry_sync,active,RECIPE_PATH_FIX,oci-hsg-cs-001,5670251,COMPLETED,Added exact DSS JSONL subpaths to all 74 active occurrences; 74 leaves and 592 samples passed
2026-07-29T01:15:32Z,v14_vlm_16k,auxiliary,multiple prefixed media roots,,recipe_loader_validation,active,AUX_PREFIX_ROUTING_FIX,oci-hsg-cs-001,5670699,COMPLETED,Added seven named auxiliary and aux_data_prefixes mappings for chart FigureQA CharXiv and handwritten-math media paths
2026-07-29T01:15:32Z,omni_262k,primary,,,recipe_loader_validation,active,RECIPE_VALIDATION,oci-hsg-cs-001,5670010,COMPLETED,MMLongBench validated all 19 materialized leaves and 152 samples
